RECORD_ID,MMWR_WEEK,WEEK_START,WEEK_END,INFLUENZA_SEASON,CASES,AGE_0_4_COUNT,AGE_5_17_COUNT,AGE_18_24_COUNT,AGE_25_49_COUNT,AGE_50_64_COUNT,AGE_65_OVER_COUNT,AGE_UNKNOWN_COUNT,AGE_0_4_PCT,AGE_5_17_PCT,AGE_18_24_PCT,AGE_25_49_PCT,AGE_50_64_PCT,AGE_65_OVER_PCT,AGE_UNKNOWN_PCT,WHITE_NON_LATINX_COUNT,BLACK_NON_LATINX_COUNT,LATINX_COUNT,ASIAN_NON_LATINX_COUNT,NHPI_NON_LATINX_COUNT,AIAN_NON_LATINX_COUNT,OTHER_RACE_NON_LATINX_COUNT,UNKNOWN_RACE_ETHNICITY_COUNT,WHITE_NON_LATINX_PCT,BLACK_NON_LATINX_PCT,LATINX_PCT,ASIAN_NON_LATINX_PCT,NHPI_NON_LATINX_PCT,AIAN_NON_LATINX_PCT,OTHER_RACE_NON_LATINX_PCT,UNKNOWN_RACE_ETHNICITY_PCT,FEMALE_COUNT,MALE_COUNT,FEMALE_PCT,MALE_PCT,DEATHS_COUNT,DEATHS_PCT,FLUSHOT_REPORTED,FLUSHOT_COUNT,FLUSHOT_PCT,AH3N2_COUNT,ANOTSUB_COUNT,AH1N1_COUNT,B_COUNT,AH3N2_PCT,ANOTSUB_PCT,AH1N1_PCT,B_PCT
2022-40,40,10/02/2022,10/08/2022,2022-2023,1,0,1,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,0,0.00,0,0,1,0,0.00,0.00,1.00,0.00
2022-41,41,10/09/2022,10/15/2022,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2022-42,42,10/16/2022,10/22/2022,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2022-43,43,10/23/2022,10/29/2022,2022-2023,3,0,0,0,0,2,1,0,0.00,0.00,0.00,0.00,0.67,0.33,0.00,1,2,0,0,0,0,0,0,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3,0,1.00,0.00,0,0.00,3,0,0.00,0,3,0,0,0.00,1.00,0.00,0.00
2022-44,44,10/30/2022,11/05/2022,2022-2023,5,2,0,0,1,0,2,0,0.40,0.00,0.00,0.20,0.00,0.40,0.00,1,2,2,0,0,0,0,0,0.20,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0,5,0.00,1.00,0,0.00,4,0,0.00,4,1,0,0,0.80,0.20,0.00,0.00
2022-45,45,11/06/2022,11/12/2022,2022-2023,6,1,0,0,0,0,5,0,0.17,0.00,0.00,0.00,0.00,0.83,0.00,1,4,1,0,0,0,0,0,0.17,0.67,0.17,0.00,0.00,0.00,0.00,0.00,4,2,0.67,0.33,1,0.17,6,1,0.17,1,5,0,0,0.17,0.83,0.00,0.00
2022-46,46,11/13/2022,11/19/2022,2022-2023,20,1,6,0,4,3,6,0,0.05,0.30,0.00,0.20,0.15,0.30,0.00,2,12,6,0,0,0,0,0,0.10,0.60,0.30,0.00,0.00,0.00,0.00,0.00,14,6,0.70,0.30,0,0.00,19,8,0.42,8,11,0,1,0.40,0.55,0.00,0.05
2022-47,47,11/20/2022,11/26/2022,2022-2023,34,5,9,3,2,2,13,0,0.15,0.26,0.09,0.06,0.06,0.38,0.00,3,22,8,0,0,0,0,1,0.09,0.65,0.24,0.00,0.00,0.00,0.00,0.03,16,18,0.47,0.53,1,0.03,29,6,0.21,12,22,0,0,0.35,0.65,0.00,0.00
2022-48,48,11/27/2022,12/03/2022,2022-2023,29,2,3,1,3,13,7,0,0.07,0.10,0.03,0.10,0.45,0.24,0.00,4,15,10,0,0,0,0,0,0.14,0.52,0.34,0.00,0.00,0.00,0.00,0.00,13,16,0.45,0.55,6,0.21,18,9,0.50,10,19,0,0,0.34,0.66,0.00,0.00
2022-49,49,12/04/2022,12/10/2022,2022-2023,33,4,4,1,4,7,13,0,0.12,0.12,0.03,0.12,0.21,0.39,0.00,4,18,10,1,0,0,0,0,0.12,0.55,0.30,0.03,0.00,0.00,0.00,0.00,20,13,0.61,0.39,9,0.27,20,13,0.65,14,15,0,4,0.42,0.45,0.00,0.12
2022-50,50,12/11/2022,12/17/2022,2022-2023,21,3,3,0,3,7,5,0,0.14,0.14,0.00,0.14,0.33,0.24,0.00,5,10,6,0,0,0,0,0,0.24,0.48,0.29,0.00,0.00,0.00,0.00,0.00,4,17,0.19,0.81,1,0.05,11,2,0.18,5,16,0,0,0.24,0.76,0.00,0.00
2022-51,51,12/18/2022,12/24/2022,2022-2023,18,5,1,0,4,3,5,0,0.28,0.06,0.00,0.22,0.17,0.28,0.00,3,8,6,0,0,0,0,1,0.17,0.44,0.33,0.00,0.00,0.00,0.00,0.06,7,11,0.39,0.61,0,0.00,11,7,0.64,8,8,2,0,0.44,0.44,0.11,0.00
2022-52,52,12/25/2022,12/31/2022,2022-2023,15,1,1,0,2,5,6,0,0.07,0.07,0.00,0.13,0.33,0.40,0.00,4,6,3,0,0,0,0,2,0.27,0.40,0.20,0.00,0.00,0.00,0.00,0.13,8,7,0.53,0.47,1,0.07,6,2,0.33,5,6,4,0,0.33,0.40,0.27,0.00
2023-01,1,01/01/2023,01/07/2023,2022-2023,3,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.33,0.67,0.00,1,2,0,0,0,0,0,0,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,1,2,0.33,0.67,0,0.00,1,1,1.00,0,2,0,1,0.00,0.67,0.00,0.33
2023-02,2,01/08/2023,01/14/2023,2022-2023,1,1,0,0,0,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,1,1.00,1,0,0,0,1.00,0.00,0.00,0.00
2023-03,3,01/15/2023,01/21/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-04,4,01/22/2023,01/28/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-05,5,01/29/2023,02/04/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-06,6,02/05/2023,02/11/2023,2022-2023,2,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.50,0.50,0.00,1,1,0,0,0,0,0,0,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2,0,1.00,0.00,0,0.00,0,0,0.00,0,1,0,1,0.00,0.50,0.00,0.50
2023-07,7,02/12/2023,02/18/2023,2022-2023,2,0,0,0,1,0,1,0,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0,2,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.50,0.50,0,0.00,0,0,0.00,0,1,0,1,0.00,0.50,0.00,0.50
2023-08,8,02/19/2023,02/25/2023,2022-2023,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-09,9,02/26/2023,03/04/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-10,10,03/05/2023,03/11/2023,2022-2023,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,1,1.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-11,11,03/12/2023,03/18/2023,2022-2023,1,0,1,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-12,12,03/19/2023,03/25/2023,2022-2023,1,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,0,0.00,1,0,0,0,1.00,0.00,0.00,0.00
2023-13,13,03/26/2023,04/01/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-14,14,04/02/2023,04/08/2023,2022-2023,1,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-15,15,04/09/2023,04/15/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-16,16,04/16/2023,04/22/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-17,17,04/23/2023,04/29/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-18,18,04/30/2023,05/06/2023,2022-2023,1,1,0,0,0,0,0,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-19,19,05/07/2023,05/13/2023,2022-2023,1,0,0,0,1,0,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,0,1,0,0.00,0.00,1.00,0.00
2023-20,20,05/14/2023,05/20/2023,2022-2023,1,0,1,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-21,21,05/21/2023,05/27/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-22,22,05/28/2023,06/03/2023,2022-2023,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-23,23,06/04/2023,06/10/2023,2022-2023,1,0,0,1,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,0,0.00,0,1,0,0,0.00,1.00,0.00,0.00
2023-24,24,06/11/2023,06/17/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-25,25,06/18/2023,06/24/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-26,26,06/25/2023,07/01/2023,2022-2023,1,0,0,1,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,1,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-27,27,07/02/2023,07/08/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-28,28,07/09/2023,07/15/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-29,29,07/16/2023,07/22/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-30,30,07/23/2023,07/29/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-31,31,07/30/2023,08/05/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-32,32,08/06/2023,08/12/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-33,33,08/13/2023,08/19/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-34,34,08/20/2023,08/26/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-35,35,08/27/2023,09/02/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-36,36,09/03/2023,09/09/2023,2022-2023,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,1,1.00,1,1,1.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-37,37,09/10/2023,09/16/2023,2022-2023,1,0,0,0,1,0,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,1,1,1.00,0,0,0,1,0.00,0.00,0.00,1.00
2023-38,38,09/17/2023,09/23/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-39,39,09/24/2023,09/30/2023,2022-2023,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-40,40,10/01/2023,10/07/2023,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-41,41,10/08/2023,10/14/2023,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-42,42,10/15/2023,10/21/2023,2023-2024,2,0,1,0,0,1,0,0,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1,1,0.50,0.50,0,0.00,1,1,1.00,0,2,0,0,0.00,1.00,0.00,0.00
2023-43,43,10/22/2023,10/28/2023,2023-2024,1,0,1,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,1,1,1.00,0,1,0,0,0.00,1.00,0.00,0.00
2023-44,44,10/29/2023,11/04/2023,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2023-45,45,11/05/2023,11/11/2023,2023-2024,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0,1,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,0,1,0,0.00,0.00,1.00,0.00
2023-46,46,11/12/2023,11/18/2023,2023-2024,6,0,1,0,0,2,3,0,0.00,0.17,0.00,0.00,0.33,0.50,0.00,0,3,2,1,0,0,0,0,0.00,0.50,0.33,0.17,0.00,0.00,0.00,0.00,4,2,0.67,0.33,0,0.00,4,3,0.75,2,2,2,0,0.33,0.33,0.33,0.00
2023-47,47,11/19/2023,11/25/2023,2023-2024,8,0,2,0,3,2,1,0,0.00,0.25,0.00,0.38,0.25,0.12,0.00,1,7,0,0,0,0,0,0,0.12,0.88,0.00,0.00,0.00,0.00,0.00,0.00,4,4,0.50,0.50,1,0.12,4,1,0.25,1,1,5,1,0.12,0.12,0.62,0.12
2023-48,48,11/26/2023,12/02/2023,2023-2024,11,1,0,0,1,1,8,0,0.09,0.00,0.00,0.09,0.09,0.73,0.00,4,1,4,1,0,0,1,0,0.36,0.09,0.36,0.09,0.00,0.00,0.09,0.00,5,6,0.45,0.55,0,0.00,5,2,0.40,3,4,1,3,0.27,0.36,0.09,0.27
2023-49,49,12/03/2023,12/09/2023,2023-2024,12,0,0,0,3,6,3,0,0.00,0.00,0.00,0.25,0.50,0.25,0.00,2,7,3,0,0,0,0,0,0.17,0.58,0.25,0.00,0.00,0.00,0.00,0.00,6,6,0.50,0.50,1,0.08,4,0,0.00,2,7,3,0,0.17,0.58,0.25,0.00
2023-50,50,12/10/2023,12/16/2023,2023-2024,20,0,2,1,2,6,9,0,0.00,0.10,0.05,0.10,0.30,0.45,0.00,4,10,5,0,0,0,0,1,0.20,0.50,0.25,0.00,0.00,0.00,0.00,0.05,11,8,0.55,0.40,4,0.20,10,3,0.30,0,11,8,1,0.00,0.55,0.40,0.05
2023-51,51,12/17/2023,12/23/2023,2023-2024,34,6,3,0,6,12,7,0,0.18,0.09,0.00,0.18,0.35,0.21,0.00,8,18,4,1,0,0,1,2,0.24,0.53,0.12,0.03,0.00,0.00,0.03,0.06,16,18,0.47,0.53,1,0.03,22,7,0.32,10,17,6,1,0.29,0.50,0.18,0.03
2024-01,1,12/31/2023,01/06/2024,2023-2024,27,1,1,0,4,8,13,0,0.04,0.04,0.00,0.15,0.30,0.48,0.00,4,13,7,0,0,0,1,2,0.15,0.48,0.26,0.00,0.00,0.00,0.04,0.07,18,9,0.67,0.33,2,0.07,11,6,0.55,5,18,2,2,0.19,0.67,0.07,0.07
2024-03,3,01/14/2024,01/20/2024,2023-2024,11,0,1,0,1,2,7,0,0.00,0.09,0.00,0.09,0.18,0.64,0.00,1,8,1,1,0,0,0,0,0.09,0.73,0.09,0.09,0.00,0.00,0.00,0.00,5,6,0.45,0.55,0,0.00,6,3,0.50,1,9,0,1,0.09,0.82,0.00,0.09
2024-02,2,01/07/2024,01/13/2024,2023-2024,23,1,0,0,4,9,9,0,0.04,0.00,0.00,0.17,0.39,0.39,0.00,9,12,2,0,0,0,0,0,0.39,0.52,0.09,0.00,0.00,0.00,0.00,0.00,12,11,0.52,0.48,1,0.04,10,5,0.50,4,10,8,1,0.17,0.43,0.35,0.04
2024-05,5,01/28/2024,02/03/2024,2023-2024,5,0,0,0,2,1,2,0,0.00,0.00,0.00,0.40,0.20,0.40,0.00,1,2,1,1,0,0,0,0,0.20,0.40,0.20,0.20,0.00,0.00,0.00,0.00,1,4,0.20,0.80,0,0.00,5,3,0.60,1,2,0,2,0.20,0.40,0.00,0.40
2024-06,6,02/04/2024,02/10/2024,2023-2024,6,0,0,0,1,0,5,0,0.00,0.00,0.00,0.17,0.00,0.83,0.00,3,2,1,0,0,0,0,0,0.50,0.33,0.17,0.00,0.00,0.00,0.00,0.00,3,3,0.50,0.50,1,0.17,4,2,0.50,0,3,2,1,0.00,0.50,0.33,0.17
2023-52,52,12/24/2023,12/30/2023,2023-2024,33,4,0,0,6,10,13,0,0.12,0.00,0.00,0.18,0.30,0.39,0.00,6,15,10,1,0,0,1,0,0.18,0.45,0.30,0.03,0.00,0.00,0.03,0.00,17,16,0.52,0.48,1,0.03,21,10,0.48,2,21,8,2,0.06,0.64,0.24,0.06
2024-29,29,07/14/2024,07/20/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-30,30,07/21/2024,07/27/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-31,31,07/28/2024,08/03/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-32,32,08/04/2024,08/10/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-33,33,08/11/2024,08/17/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-34,34,08/18/2024,08/24/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-35,35,08/25/2024,08/31/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
2024-36,36,09/01/2024,09/07/2024,2023-2024,1,0,0,0,1,0,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1,0,1.00,0.00,0,0.00,0,0,0.00,0,1,0,0,0.00,1.00,0.00,0.00
2024-37,37,09/08/2024,09/14/2024,2023-2024,1,0,0,1,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,1,0.00,1.00,0,0.00,0,0,0.00,0,0,0,1,0.00,0.00,0.00,1.00
2024-39,39,09/22/2024,09/28/2024,2023-2024,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00
